"","TreeID","Species","Site_X","Site_Y","Tree_x","Tree_y","Coordinate System/Datum"
"1","A1#1","R. Maple",712370.958093,5090895.98589,712369.641775,5090891.058689,"UTM Zone 15N/WGS 1984"
"2","A1#2","S. Alder",712370.958093,5090895.98589,712371.647208,5090895.128498,NA
"3","A1#3","B. Fir",712370.958093,5090895.98589,712370.889948,5090898.184834,NA
"4","A2#1","R. Maple",712345.899094,5090895.12423,712342.759259,5090898.062161,NA
"5","A2#2","S. Alder",712345.899094,5090895.12423,712346.371723,5090894.754606,NA
"6","A2#3","W. Cedar",712345.899094,5090895.12423,712351.629536,5090896.902441,NA
"7","A3#1","Aspen",712295.78032,5090893.4012,712293.20946,5090891.668954,NA
"8","A3#2","Aspen",712295.78032,5090893.4012,712292.583453,5090893.259623,NA
"9","A3#3","B. Fir",712295.78032,5090893.4012,712299.626199,5090889.46938,NA
"10","A4#1","Aspen",712195.543543,5090889.95639,712195.409121,5090890.224589,NA
"11","A4#2","Aspen",712195.543543,5090889.95639,712194.945083,5090889.155237,NA
"12","A4#3","B. Fir",712195.543543,5090889.95639,712196.360245,5090890.33454,NA
"13","A5#1","Aspen",712170.484543,5090889.09545,712168.540013,5090890.124431,NA
"14","A5#2","Aspen",712170.484543,5090889.09545,712170.576547,5090887.498097,NA
"15","A5#3","B. Fir",712170.484543,5090889.09545,712171.611072,5090891.875906,NA
"16","A6#1","Aspen",712120.365765,5090887.37384,712119.386844,5090886.372983,NA
"17","A6#2","Aspen",712120.365765,5090887.37384,712121.010991,5090887.102393,NA
"18","A6#3","B. Fir",712120.365765,5090887.37384,712120.009701,5090889.138271,NA
"19","A7#1","S. Maple",712020.128983,5090883.93188,712020.117935,5090883.432002,NA
"20","A7#2","Aspen",712020.128983,5090883.93188,712018.581653,5090889.935693,NA
"21","A7#3","B. Fir",712020.128983,5090883.93188,712013.492458,5090881.139652,NA
"22","A8#1","B. Fir",711995.06998,5090883.07165,711996.06998,5090883.07165,NA
"23","A8#2","R. Maple",711995.06998,5090883.07165,711996.009682,5090881.902479,NA
"24","A8#3","R. Maple",711995.06998,5090883.07165,711993.850573,5090883.522258,NA
"25","A9#1","B. Fir",711944.951975,5090881.3515,711940.153667,5090881.224054,NA
"26","A9#2","B. Fir",711944.951975,5090881.3515,711942.630574,5090881.960676,NA
"27","A9#3","S. Maple",711944.951975,5090881.3515,711936.651975,5090881.35125,NA
"28","A10#1","W. Birch",711844.715186,5090877.91238,711843.245781,5090880.97846,NA
"29","A10#2","S. Alder",711844.715186,5090877.91238,711844.609047,5090879.508856,NA
"30","A10#3","W. Cedar",711844.715186,5090877.91238,711840.523987,5090879.808125,NA
"31","A11#1","S. Alder",711819.655407,5090877.05284,711821.553858,5090878.82932,NA
"32","A11#2","W. Birch",711819.655407,5090877.05284,711820.248759,5090879.993577,NA
"33","A11#3","B. Fir",711819.655407,5090877.05284,711821.465702,5090875.32865,NA
"34","A12#1","W. Cedar",711769.537399,5090875.33411,711765.797111,5090872.015941,NA
"35","A12#2","S. Alder",711769.537399,5090875.33411,711770.096346,5090874.91271,NA
"36","A12#3","S. Maple",711769.537399,5090875.33411,711765.374235,5090877.042345,NA
"37","B1#1","W. Cedar",712371.817008,5090871.00802,712371.308077,5090867.7475,NA
"38","B1#2","R. Maple",712371.817008,5090871.00802,712374.158502,5090871.534711,NA
"39","B1#3","R. Maple",712371.817008,5090871.00802,712375.617621,5090873.019324,NA
"40","B2#1","S. Alder",712346.757907,5090870.14636,712348.224207,5090869.830188,NA
"41","B2#2","R. Maple",712346.757907,5090870.14636,712344.478151,5090871.772003,NA
"42","B2#3","B. Fir",712346.757907,5090870.14636,712349.814186,5090870.665163,NA
"43","B3#1","B. Fir",712296.63893,5090868.42333,712296.237966,5090867.292301,NA
"44","B3#2","Aspen",712296.63893,5090868.42333,712299.376672,5090870.603873,NA
"45","B3#3","Aspen",712296.63893,5090868.42333,712299.308445,5090870.187895,NA
"46","B4#1","Aspen",712196.401747,5090864.97852,712196.589346,5090865.04785,NA
"47","B4#2","Aspen",712196.401747,5090864.97852,712198.528818,5090866.79939,NA
"48","B4#3","B. Fir",712196.401747,5090864.97852,712195.658104,5090868.090914,NA
"49","B5#1","Aspen",712171.342645,5090864.11758,712171.782953,5090862.579357,NA
"50","B5#2","Aspen",712171.342645,5090864.11758,712169.677379,5090864.800874,NA
"51","B5#3","B. Fir",712171.342645,5090864.11758,712169.513267,5090863.08638,NA
"52","B6#1","B. Fir",712121.223664,5090862.39597,712121.540324,5090862.782915,NA
"53","B6#2","Aspen",712121.223664,5090862.39597,712121.378921,5090859.700438,NA
"54","B6#3","S. Maple",712121.223664,5090862.39597,712123.063661,5090866.937381,NA
"55","B7#1","Aspen",712020.986476,5090858.95401,712018.727245,5090857.883553,NA
"56","B7#2","S. Maple",712020.986476,5090858.95401,712021.659983,5090858.214829,NA
"57","B7#3","Aspen",712020.986476,5090858.95401,712020.523828,5090859.336053,NA
"58","B8#1","B. Fir",711995.927372,5090858.09378,711995.439557,5090858.203493,NA
"59","B8#2","Aspen",711995.927372,5090858.09378,711996.170966,5090857.657131,NA
"60","B8#3","Aspen",711995.927372,5090858.09378,712000.569729,5090856.236759,NA
"61","B9#1","Aspen",711945.809164,5090856.37362,711948.954059,5090856.964922,NA
"62","B9#2","R. Maple",711945.809164,5090856.37362,711947.227533,5090858.67106,NA
"63","B9#3","W. Birch",711945.809164,5090856.37362,711944.492552,5090854.611084,NA
"64","B10#1","R. Maple",711845.571969,5090852.93451,711840.447496,5090854.931953,NA
"65","B10#2","W. Cedar",711845.571969,5090852.93451,711848.092655,5090850.963181,NA
"66","B10#3","S. Alder",711845.571969,5090852.93451,711843.597051,5090850.290706,NA
"67","B11#1","W. Birch",711820.512089,5090852.07497,711822.776074,5090846.626633,NA
"68","B11#2","S. Alder",711820.512089,5090852.07497,711820.103979,5090852.987903,NA
"69","B11#3","W. Birch",711820.512089,5090852.07497,711823.568368,5090852.593773,NA
"70","B12#1","W. Cedar",711770.393877,5090850.35624,711773.711184,5090848.121184,NA
"71","B12#2","B. Fir",711770.393877,5090850.35624,711769.016167,5090849.19783,NA
"72","B12#3","S. Alder",711770.393877,5090850.35624,711769.126695,5090851.771955,NA
"73","C1#1","R. Maple",712373.534826,5090821.05229,712372.979737,5090821.280055,NA
"74","C1#2","B. Fir",712373.534826,5090821.05229,712371.221957,5090822.001309,NA
"75","C1#3","R. Maple",712373.534826,5090821.05229,712374.586422,5090824.495275,NA
"76","C2#1","S. Maple",712348.475523,5090820.19063,712348.647607,5090820.971903,NA
"77","C2#2","W. Cedar",712348.475523,5090820.19063,712346.365992,5090824.051961,NA
"78","C2#3","B. Fir",712348.475523,5090820.19063,712347.353023,5090818.913918,NA
"79","C3#1","S. Alder",712298.356139,5090818.4676,712303.299662,5090819.216986,NA
"80","C3#2","R. Maple",712298.356139,5090818.4676,712299.965968,5090816.055453,NA
"81","C3#3","B. Fir",712298.356139,5090818.4676,712302.68837,5090816.645026,NA
"82","C4#1","Aspen",712198.118145,5090815.02278,712198.112431,5090813.722793,NA
"83","C4#2","B. Fir",712198.118145,5090815.02278,712198.842852,5090820.272999,NA
"84","C4#3","Aspen",712198.118145,5090815.02278,712197.454992,5090810.774224,NA
"85","C5#1","B. Aspen",712173.05884,5090814.16184,712176.561495,5090812.68827,NA
"86","C5#2","Aspen",712173.05884,5090814.16184,712171.179507,5090811.823442,NA
"87","C5#3","B. Fir",712173.05884,5090814.16184,712173.545664,5090814.047814,NA
"88","C6#1","Aspen",712122.939453,5090812.44023,712119.646072,5090816.464362,NA
"89","C6#2","Aspen",712122.939453,5090812.44023,712123.24494,5090814.517892,NA
"90","C6#3","B. Fir",712122.939453,5090812.44023,712123.108145,5090811.76086,NA
"91","C7#1","Aspen",712022.701453,5090808.99827,712022.263798,5090812.1682,NA
"92","C7#2","B. Fir",712022.701453,5090808.99827,712024.114297,5090806.465708,NA
"93","C7#3","Aspen",712022.701453,5090808.99827,712020.342058,5090810.090633,NA
"94","C8#1","S. Alder",711997.642146,5090808.13804,711998.617758,5090806.05521,NA
"95","C8#2","Aspen",711997.642146,5090808.13804,711995.757341,5090809.78045,NA
"96","C8#3","B. Fir",711997.642146,5090808.13804,711997.365207,5090809.510376,NA
"97","C9#1","Aspen",711947.523531,5090806.41789,711949.870345,5090810.374209,NA
"98","C9#2","R. Maple",711947.523531,5090806.41789,711947.220971,5090804.846757,NA
"99","C9#3","Aspen",711947.523531,5090806.41789,711949.606276,5090803.73048,NA
"100","C10#1","W. Birch",711847.285525,5090802.97877,711848.388701,5090804.765667,NA
"101","C10#2","S. Alder",711847.285525,5090802.97877,711844.529854,5090807.270189,NA
"102","C10#3","B. Fir",711847.285525,5090802.97877,711848.744626,5090800.130784,NA
"103","C11#1","Aspen",711822.225441,5090802.11923,711819.310966,5090799.839792,NA
"104","C11#2","S. Alder",711822.225441,5090802.11923,711819.209753,5090804.747085,NA
"105","C11#3","B. Fir",711822.225441,5090802.11923,711823.57171,5090799.894919,NA
"106","C12#1","S. Alder",711772.106824,5090800.4005,711774.70708,5090801.896718,NA
"107","C12#2","Aspen",711772.106824,5090800.4005,711771.203132,5090799.972317,NA
"108","C12#3","B. Fir",711772.106824,5090800.4005,711771.673143,5090800.949973,NA
"109","D1#1","R. Maple",712376.970425,5090721.14083,712375.614887,5090720.498556,NA
"110","D1#2","B. Fir",712376.970425,5090721.14083,712377.494079,5090720.676302,NA
"111","D1#3","W. Birch",712376.970425,5090721.14083,712375.158724,5090719.723882,NA
"112","D2#1","R. Maple",712351.910715,5090720.27918,712351.122086,5090722.225475,NA
"113","D2#2","B. Fir",712351.910715,5090720.27918,712351.193938,5090719.92389,NA
"114","D2#3","R. Maple",712351.910715,5090720.27918,712356.773219,5090715.965706,NA
"115","D3#1","S. Alder",712301.790519,5090718.55614,712304.881098,5090713.648155,NA
"116","D3#2","B. Fir",712301.790519,5090718.55614,712303.553652,5090714.091685,NA
"117","D3#3","R. Maple",712301.790519,5090718.55614,712298.577062,5090726.100257,NA
"118","D4#1","Aspen",712201.550901,5090715.11132,712193.455969,5090715.397802,NA
"119","D4#2","B. Fir",712201.550901,5090715.11132,712198.45733,5090716.748335,NA
"120","D4#3","Aspen",712201.550901,5090715.11132,712202.770294,5090715.561964,NA
"121","D5#1","Aspen",712176.49119,5090714.25038,712175.633387,5090714.764358,NA
"122","D5#2","S. Alder",712176.49119,5090714.25038,712174.896581,5090714.839636,NA
"123","D5#3","B. Fir",712176.49119,5090714.25038,712175.115405,5090712.939954,NA
"124","D6#1","B. Fir",712126.370991,5090712.52877,712124.391006,5090712.81101,NA
"125","D6#2","Aspen",712126.370991,5090712.52877,712128.910412,5090716.483684,NA
"126","D6#3","Aspen",712126.370991,5090712.52877,712129.443588,5090711.073042,NA
"127","D7#1","Aspen",712026.131367,5090709.0868,712026.162217,5090708.889194,NA
"128","D7#2","S. Alder",712026.131367,5090709.0868,712023.35601,5090708.716131,NA
"129","D7#3","B. Fir",712026.131367,5090709.0868,712025.564798,5090705.8358,NA
"130","D8#1","Aspen",712001.071654,5090708.22657,712001.684465,5090708.564893,NA
"131","D8#2","S. Alder",712001.071654,5090708.22657,711998.303268,5090708.646143,NA
"132","D8#3","B. Fir",712001.071654,5090708.22657,711999.479232,5090708.071031,NA
"133","D9#1","Aspen",711950.952228,5090706.50642,711950.587131,5090706.84804,NA
"134","D9#2","Aspen",711950.952228,5090706.50642,711948.502035,5090703.344687,NA
"135","D9#3","B. Fir",711950.952228,5090706.50642,711948.981092,5090705.529372,NA
"136","D10#1","Aspen",711850.712597,5090703.0673,711849.376683,5090704.273672,NA
"137","D10#2","Aspen",711850.712597,5090703.0673,711851.989358,5090701.154218,NA
"138","D10#3","B. Fir",711850.712597,5090703.0673,711850.816102,5090701.270278,NA
"139","D11#1","Aspen",711825.652108,5090702.20775,711824.353381,5090702.150235,NA
"140","D11#2","Aspen",711825.652108,5090702.20775,711826.499847,5090703.321904,NA
"141","D11#3","B. Fir",711825.652108,5090702.20775,711826.144299,5090702.119727,NA
"142","D12#1","B. Fir",711775.532678,5090700.48902,711778.150218,5090699.82684,NA
"143","D12#2","S. Alder",711775.532678,5090700.48902,711777.581486,5090700.949875,NA
"144","D12#3","S. Alder",711775.532678,5090700.48902,711775.223655,5090701.440075,NA
"145","E1#1","R. Maple",712377.829316,5090696.16297,712377.915962,5090698.961629,NA
"146","E1#2","Aspen",712377.829316,5090696.16297,712372.692472,5090689.771348,NA
"147","E1#3","R. Maple",712377.829316,5090696.16297,712375.930416,5090693.712627,NA
"148","E2#1","B. Fir",712352.769505,5090695.30131,712355.3366,5090694.888968,NA
"149","E2#2","S. Alder",712352.769505,5090695.30131,712353.847543,5090689.704183,NA
"150","E2#3","R. Maple",712352.769505,5090695.30131,712358.93013,5090697.035293,NA
"151","E3#1","R. Maple",712302.649106,5090693.57828,712301.5235,5090693.994225,NA
"152","E3#2","R. Maple",712302.649106,5090693.57828,712305.667222,5090691.806,NA
"153","E3#3","W. Cedar",712302.649106,5090693.57828,712299.82047,5090690.473636,NA
"154","E4#1","Aspen",712202.409082,5090690.13346,712204.654159,5090687.580103,NA
"155","E4#2","Aspen",712202.409082,5090690.13346,712197.613782,5090689.921095,NA
"156","E4#3","B. Fir",712202.409082,5090690.13346,712197.898941,5090684.911523,NA
"157","E5#1","Aspen",712177.349269,5090689.27252,712176.804793,5090689.524604,NA
"158","E5#2","B. Fir",712177.349269,5090689.27252,712180.737,5090688.054622,NA
"159","E5#3","Aspen",712177.349269,5090689.27252,712172.978367,5090688.767335,NA
"160","E6#1","Aspen",712127.228868,5090687.55091,712127.772548,5090687.109988,NA
"161","E6#2","Aspen",712127.228868,5090687.55091,712129.485424,5090687.105989,NA
"162","E6#3","B. Fir",712127.228868,5090687.55091,712127.951833,5090684.639326,NA
"163","E7#1","Aspen",712026.988837,5090684.10894,712028.047272,5090684.863735,NA
"164","E7#2","B. Fir",712026.988837,5090684.10894,712024.731074,5090686.376649,NA
"165","E7#3","Aspen",712026.988837,5090684.10894,712026.067961,5090681.89264,NA
"166","E8#1","Aspen",712001.929023,5090683.24871,712000.264648,5090681.251248,NA
"167","E8#2","Aspen",712001.929023,5090683.24871,712002.288369,5090681.383001,NA
"168","E8#3","B. Fir",712001.929023,5090683.24871,712001.976711,5090686.848394,NA
"169","E9#1","Aspen",711951.809394,5090681.52855,711955.371734,5090684.74565,NA
"170","E9#2","B. Fir",711951.809394,5090681.52855,711950.180345,5090686.255727,NA
"171","E9#3","Aspen",711951.809394,5090681.52855,711950.556407,5090676.481767,NA
"172","E10#1","Aspen",711851.569357,5090678.08943,711851.921471,5090677.371088,NA
"173","E10#2","Aspen",711851.569357,5090678.08943,711848.309705,5090680.042548,NA
"174","E10#3","B. Fir",711851.569357,5090678.08943,711850.309069,5090677.770564,NA
"175","E11#1","R. Maple",711826.508766,5090677.22989,711824.538955,5090677.957794,NA
"176","E11#2","W. Birch",711826.508766,5090677.22989,711827.778594,5090673.648335,NA
"177","E11#3","B. Fir",711826.508766,5090677.22989,711827.605966,5090679.805963,NA
"178","E12#1","W. Cedar",711776.389134,5090675.51116,711777.497733,5090676.664854,NA
"179","E12#2","S. Alder",711776.389134,5090675.51116,711776.855892,5090676.724477,NA
"180","E12#3","S. Alder",711776.389134,5090675.51116,711774.593796,5090673.918439,NA
"181","F1#1","R. Maple",712379.547089,5090646.20725,712377.382245,5090642.963263,NA
"182","F1#2","R. Maple",712379.547089,5090646.20725,712377.479898,5090645.837491,NA
"183","F1#3","B. Fir",712379.547089,5090646.20725,712378.518458,5090651.304496,NA
"184","F2#1","W. Birch",712354.487074,5090645.34559,712352.800104,5090645.555664,NA
"185","F2#2","B. Fir",712354.487074,5090645.34559,712353.347449,5090645.72143,NA
"186","F2#3","R. Maple",712354.487074,5090645.34559,712356.255078,5090647.251938,NA
"187","F3#1","B. Aspen",712304.36627,5090643.62256,712303.474191,5090643.503417,NA
"188","F3#2","R. Maple",712304.36627,5090643.62256,712304.769275,5090648.405612,NA
"189","F3#3","B. Fir",712304.36627,5090643.62256,712303.787295,5090643.465118,NA
"190","F4#1","Aspen",712204.125434,5090640.17773,712202.854991,5090640.765926,NA
"191","F4#2","Aspen",712204.125434,5090640.17773,712205.971446,5090640.627442,NA
"192","F4#3","B. Fir",712204.125434,5090640.17773,712204.323383,5090640.525316,NA
"193","F5#1","Aspen",712179.065418,5090639.31679,712178.843238,5090638.652986,NA
"194","F5#2","B. Fir",712179.065418,5090639.31679,712180.378585,5090640.041767,NA
"195","F5#3","Aspen",712179.065418,5090639.31679,712177.981102,5090634.949381,NA
"196","F6#1","B. Fir",712128.94461,5090637.59518,712128.994122,5090639.194414,NA
"197","F6#2","R. Maple",712128.94461,5090637.59518,712128.754951,5090634.300635,NA
"198","F6#3","Aspen",712128.94461,5090637.59518,712126.574732,5090643.755024,NA
"199","F7#1","Aspen",712028.703768,5090634.15321,712026.855281,5090630.381858,NA
"200","F7#2","Aspen",712028.703768,5090634.15321,712034.120328,5090635.574784,NA
"201","F7#3","B. Fir",712028.703768,5090634.15321,712032.678551,5090633.147677,NA
"202","F8#1","R. Maple",712003.643751,5090633.29298,712004.182027,5090627.518012,NA
"203","F8#2","Aspen",712003.643751,5090633.29298,712003.369432,5090633.93699,NA
"204","F8#3","B. Fir",712003.643751,5090633.29298,712004.104528,5090629.72259,NA
"205","F9#1","W. Birch",711953.523715,5090631.57282,711956.465214,5090628.167297,NA
"206","F9#2","Aspen",711953.523715,5090631.57282,711948.475926,5090629.957324,NA
"207","F9#3","R. Maple",711953.523715,5090631.57282,711958.941513,5090633.908942,NA
"208","F10#1","Aspen",711853.282867,5090628.1337,711853.369161,5090624.234655,NA
"209","F10#2","R. Maple",711853.282867,5090628.1337,711853.615806,5090627.406272,NA
"210","F10#3","R. Maple",711853.282867,5090628.1337,711850.594414,5090627.351256,NA
"211","F11#1","W. Cedar",711828.222073,5090627.27416,711826.829304,5090629.104513,NA
"212","F11#2","R. Maple",711828.222073,5090627.27416,711833.256679,5090622.12705,NA
"213","F11#3","W. Cedar",711828.222073,5090627.27416,711824.236466,5090623.199244,NA
"214","F12#1","W. Cedar",711778.102035,5090625.55542,711776.565005,5090621.219807,NA
"215","F12#2","B. Fir",711778.102035,5090625.55542,711781.617552,5090626.998035,NA
"216","F12#3","W. Cedar",711778.102035,5090625.55542,711780.248405,5090626.03822,NA
"217","G1#1","Aspen",712382.982595,5090546.29582,712381.879454,5090546.983627,NA
"218","G1#2","Aspen",712382.982595,5090546.29582,712384.455021,5090544.94232,NA
"219","G1#3","B. Fir",712382.982595,5090546.29582,712383.307417,5090542.810925,NA
"220","G2#1","R. Pine",712357.922174,5090545.43416,712355.629468,5090545.251129,NA
"221","G2#2","R. Maple",712357.922174,5090545.43416,712357.022737,5090545.465991,NA
"222","G2#3","R. Pine",712357.922174,5090545.43416,712356.13926,5090542.657252,NA
"223","G3#1","R. Maple",712307.800558,5090543.71112,712306.332177,5090542.209835,NA
"224","G3#2","R. Pine",712307.800558,5090543.71112,712307.736893,5090542.112387,NA
"225","G3#3","R. Pine",712307.800558,5090543.71112,712307.993551,5090543.658645,NA
"226","G4#1","R. Maple",712207.558098,5090540.26629,712210.73057,5090542.702562,NA
"227","G4#2","R. Pine",712207.558098,5090540.26629,712205.760633,5090540.361786,NA
"228","G4#3","B. Fir",712207.558098,5090540.26629,712208.936233,5090540.019826,NA
"229","G5#1","S. Alder",712182.497676,5090539.40535,712183.709989,5090538.074825,NA
"230","G5#2","R. Pine",712182.497676,5090539.40535,712191.120865,5090534.341694,NA
"231","G5#3","W. Birch",712182.497676,5090539.40535,712182.877017,5090547.19612,NA
"232","G6#1","B. Fir",712132.376057,5090537.68374,712135.794559,5090532.752833,NA
"233","G6#2","Aspen",712132.376057,5090537.68374,712131.857269,5090536.713761,NA
"234","G6#3","S. Maple",712132.376057,5090537.68374,712135.243207,5090536.262666,NA
"235","G7#1","Aspen",712032.13359,5090534.24176,712032.225994,5090536.139512,NA
"236","G7#2","S. Alder",712032.13359,5090534.24176,712031.91141,5090533.577956,NA
"237","G7#3","Blk. Ash",712032.13359,5090534.24176,712029.336332,5090534.117881,NA
"238","G8#1","R. Maple",712007.073167,5090533.38153,712009.740829,5090536.362063,NA
"239","G8#2","Aspen",712007.073167,5090533.38153,712005.466249,5090538.327014,NA
"240","G8#3","W. Birch",712007.073167,5090533.38153,712008.498064,5090535.186985,NA
"241","G9#1","Aspen",711956.95232,5090531.66137,711952.954823,5090531.802843,NA
"242","G9#2","W. Birch",711956.95232,5090531.66137,711954.988013,5090526.417183,NA
"243","G9#3","B. Fir",711956.95232,5090531.66137,711957.272354,5090533.837968,NA
"244","G10#1","Aspen",711856.709847,5090528.22225,711856.211803,5090528.266434,NA
"245","G10#2","B. Fir",711856.709847,5090528.22225,711855.156513,5090526.962427,NA
"246","G10#3","Aspen",711856.709847,5090528.22225,711863.790854,5090530.982566,NA
"247","G11#1","W. Birch",711831.648647,5090527.3627,711835.042079,5090520.118073,NA
"248","G11#2","Aspen",711831.648647,5090527.3627,711836.436521,5090520.953623,NA
"249","G11#3","B. Fir",711831.648647,5090527.3627,711822.477731,5090529.425297,NA
"250","G12#1","B. Fir",711781.527797,5090525.64397,711779.46907,5090526.877518,NA
"251","G12#2","R. Maple",711781.527797,5090525.64397,711776.89566,5090528.419454,NA
"252","G12#3","R. Maple",711781.527797,5090525.64397,711786.277691,5090531.44815,NA
"253","H1#1","R. Pine",712383.841463,5090521.31796,712383.827837,5090518.21799,NA
"254","H1#2","R. Maple",712383.841463,5090521.31796,712376.743966,5090521.129447,NA
"255","H1#3","B. Fir",712383.841463,5090521.31796,712379.945282,5090521.145414,NA
"256","H2#1","R. Maple",712358.780941,5090520.4563,712358.528973,5090523.4457,NA
"257","H2#2","W. Birch",712358.780941,5090520.4563,712357.08202,5090519.22193,NA
"258","H2#3","B. Fir",712358.780941,5090520.4563,712358.588898,5090520.225824,NA
"259","H3#1","R. Maple",712308.659122,5090518.73326,712308.802477,5090515.136115,NA
"260","H3#2","R. Pine",712308.659122,5090518.73326,712305.641059,5090516.960889,NA
"261","H3#3","B. Fir",712308.659122,5090518.73326,712307.587469,5090519.469168,NA
"262","H4#1","R. Pine",712208.416256,5090515.28844,712208.296884,5090512.290816,NA
"263","H4#2","S. Maple",712208.416256,5090515.28844,712209.403998,5090516.280593,NA
"264","H4#3","Aspen",712208.416256,5090515.28844,712211.289994,5090512.957854,NA
"265","H5#1","R. Maple",712183.355732,5090514.42749,712184.107213,5090512.043108,NA
"266","H5#2","R. Pine",712183.355732,5090514.42749,712185.115138,5090513.476443,NA
"267","H5#3","R. Maple",712183.355732,5090514.42749,712182.363365,5090519.837223,NA
"268","H6#1","R. Pine",712133.23391,5090512.70588,712132.27286,5090511.687852,NA
"269","H6#2","Aspen",712133.23391,5090512.70588,712138.746511,5090510.094132,NA
"270","H6#3","R. Maple",712133.23391,5090512.70588,712127.244678,5090515.478802,NA
"271","H7#1","Aspen",712032.991038,5090509.2639,712030.408232,5090508.965382,NA
"272","H7#2","B. Fir",712032.991038,5090509.2639,712031.955213,5090506.342074,NA
"273","H7#3","R. Maple",712032.991038,5090509.2639,712038.071072,5090509.714733,NA
"274","H8#1","R. Maple",712007.930513,5090508.40367,712007.699727,5090502.608263,NA
"275","H8#2","R. Maple",712007.930513,5090508.40367,712009.179036,5090505.675815,NA
"276","H8#3","Aspen",712007.930513,5090508.40367,712010.214885,5090506.617153,NA
"277","H9#1","B. Fir",711957.809463,5090506.68351,711964.907918,5090507.888471,NA
"278","H9#2","Aspen",711957.809463,5090506.68351,711958.149896,5090504.915996,NA
"279","H9#3","R. Maple",711957.809463,5090506.68351,711961.610076,5090508.694814,NA
"280","H10#1","Aspen",711857.566584,5090503.24439,711865.956939,5090505.1317,NA
"281","H10#2","Aspen",711857.566584,5090503.24439,711865.951987,5090506.513185,NA
"282","H10#3","Aspen",711857.566584,5090503.24439,711862.729184,5090507.356271,NA
"283","H11#1","Aspen",711832.505283,5090502.38484,711833.198157,5090503.105899,NA
"284","H11#2","Aspen",711832.505283,5090502.38484,711830.525689,5090505.860643,NA
"285","H11#3","Aspen",711832.505283,5090502.38484,711839.188492,5090502.85888,NA
"286","H12#1","B. Fir",711782.384229,5090500.66611,711782.768297,5090500.554344,NA
"287","H12#2","W. Birch",711782.384229,5090500.66611,711782.846006,5090506.14669,NA
"288","H12#3","Aspen",711782.384229,5090500.66611,711784.475962,5090498.244405,NA
"289","I1#1","Blk. Ash",712385.55919,5090471.36225,712381.652978,5090467.074884,NA
"290","I1#2","R. Maple",712385.55919,5090471.36225,712389.194149,5090476.507838,NA
"291","I1#3","Blk. Ash",712385.55919,5090471.36225,712377.398545,5090474.377854,NA
"292","I2#1","R. Maple",712360.498465,5090470.50059,712359.922628,5090466.037585,NA
"293","I2#2","R. Maple",712360.498465,5090470.50059,712361.544258,5090471.711506,NA
"294","I2#3","B. Fir",712360.498465,5090470.50059,712361.388878,5090472.943368,NA
"295","I3#1","Aspen",712310.376239,5090468.77755,712313.271137,5090467.990425,NA
"296","I3#2","R. Maple",712310.376239,5090468.77755,712313.413226,5090462.581849,NA
"297","I3#3","R. Maple",712310.376239,5090468.77755,712312.097081,5090476.590277,NA
"298","I4#1","S. Maple",712210.132561,5090465.33272,712210.731411,5090465.295586,NA
